IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;ATTRIB_RESS_NUM;DATE_DECLARATION_OPERATEUR
"PCCW GLOBAL B.V.";PCCW;"508556057 00059";Paris;"5 BOULEVARD DE LA MADELEINE 75001 PARIS";0;17/03/2011
"Peoplefone AG";PEOP;;CHE-112.382.720;"107 ALBISSTRASSE 8038 ZURICH SUISSE";0;18/10/2018
"Peoplefone SAS";POFN;"849497391 00029";Pontoise;"10 AVENUE DE L'ENTREPRISE 95800 CERGY";1;11/04/2019
Perfectys;PERF;"409867314 00034";NIMES;"1601 ROUTE DE NIMES 30560 SAINT-HILAIRE-DE-BRETHMAS";0;02/12/2013
Performance;PRFO;"522540186 00023";ROANNE;"13 RUE DES NAVETTES 42190 CHARLIEU";0;19/07/2021
"Performance telecom";PRFT;"522166016 00017";Lorient;"LD LE MENEC 56340 CARNAC";0;30/03/2022
"Phenix partner";PHNX;"900069840 00016";Bobigny;"BAT. A 41 RUE DELIZY 93500 PANTIN";0;17/02/2022
"Phibee telecom";GRPH;"537507022 00045";Nanterre;"TOUR TRINITY 1 BIS PLACE DE LA D\xc9FENSE 92400 COURBEVOIE";1;18/01/2016
"Phone & Tic";PHTC;"882258932 00012";"Le Havre";"14-16 RUE DES CARAQUES 76700 HARFLEUR";0;12/03/2020
Phone.GS;PHGS;"811003888 00021";Pontoise;"41 AVENUE DU 8 MAI 1945 95200 SARCELLES";1;16/02/2017
Phonely;PHNL;"952163731 00013";Paris;"15 RUE DES HALLES 75001 PARIS";0;27/06/2023
"Phosphore services informatiques";PHSI;"478044860 00011";Nimes;"8 RUE DES TAMARIS BP 50930 30900 NIMES";0;19/02/2015
"Phtel Europe";PHEU;"982293854 00013";Perpignan;"35 BOULEVARD ST ASSICLE 66000 PERPIGNAN";0;09/01/2024
Pible;PBLE;"833480304 00017";Saint-Etienne;"51 RUE DE LA REPUBLIQUE 42500 LE CHAMBON FEUGEROLLES";0;22/06/2020
"PICARD Franck";ADDI;"789463494 00011";"Bourg en Bresse";"149 RUE DE TRELACOUR 01150 LAGNIEU";0;15/12/2022
"Pictures on line";PIOL;"353359318 00014";Paris;"93 RUE DE VAUGIRARD 75006 PARIS";1;13/01/2005
"PingCo Pty Ltd";PNGC;;"150469846 Autralie";"317/ 1 THOMAS HOLMES ST. VIC 3032 MARIBYRNONG VICTORIA AUSTRALIE";1;22/01/2024
"Plug and tel";PLUG;"480284660 00044";Versailles;"8 RUE DES CHAMPS ODES 78200 BUCHELAY";1;12/05/2006
Pluriware;TEHO;"452971260 00040";Saint-Pierre;"6 RUE DES SALINES 97427 ETANG SALE LES BAINS";0;18/10/2016
"POB Ventures";POBV;"921968285 00012";"RCS PARIS";"4 RUE PAUL ESCUDIER 75009 PARIS";0;23/10/2024
"POD TECHNOLOGIES";PODT;"520157322 00030";LIMOGES;"16 RUE FREDERIC BASTIAT 87280 LIMOGES";0;28/11/2012
"POITOU-CHARENTES TELECOM";POTO;"794455741 00015";POITIERS;"C/O MTI 144 RUE DE LA GRANGE SAINT PIERRE 86000 POITIERS";0;02/08/2013
"POM T";POMT;"527944748 00013";Nanterre;"73 RUE DU CHATEAU 92100 BOULOGNE BILLANCOURT";1;24/11/2010
"Pomme T\xe9l\xe9com";POTE;"880474861 00015";Montauban;"CHEZ BRUNO CARANTON 730 CHEMIN DE LASSALLE 82000 MONTAUBAN";0;26/02/2020
"Power iti";POWT;"894177070 00014";Avignon;"771 AVENUE MARC LEPOUTRE 84700 SORGUES";0;20/12/2022
"Power Link";PWLK;"540043361 00018";LYON;"5 PLACE CHARLES BERAUDIER 69003 LYON";1;26/04/2017
"Premiere conferencing (Ireland) limited";PCIL;;"N\xba 350634 AU REGISTRE DE DUBLIN";"UNIT E WEST CORK TECHNOLOGY PARK P85 R250 CLONAKILTY IRLANDE";0;15/07/2019
"PREMIUM TELECOM";PREM;"513496851 00017";Nanterre;"54 RUE DU POINT DU JOUR 92100 BOULOGNE BILLANCOURT";0;05/10/2010
Priism;PRSM;"799993894 00010";Roanne;"27 RUE LUCIEN LANGENIEUX 42300 ROANNE";0;27/09/2021
"Prime creation events";PRCR;"820371730 00012";Laval;"16 RUE DE L ABBE PIERRE 53120 GORRON";0;23/12/2020
"Print tech";PRCH;"538784117 00037";Versailles;"IMMEUBLE AKSIONE - BATIMENT B 20 RUE DES PIQUETTES 78200 BUCHELAY";0;26/03/2019
Prismatel;PRMT;"453430332 00032";Pontoise;"1 RUE LENOTRE BP 30630 95196 GOUSSAINVILLE CEDEX";0;16/05/2019
Prixtel;PRIX;"451799845 00081";Aix;"11 COURS GAMBETTA 13100 AIX-EN-PROVENCE";1;02/01/2008
"Pro ivr";PROI;"834305864 00011";Nice;"4 BOULEVARD SAINT ROCH 06300 NICE";1;16/01/2018
"Pro syst\xe8me informatique";PRSE;"492443692 00016";"LA ROCHE SUR YON";"LA GAUVARDIERE 1 ALLEE DU CARIGNON 85710 LA GARNACHE";0;08/03/2018
Prodige's;PROD;"326260866 00024";Paris;"51 RUE DE PRONY 75017 PARIS";1;31/12/2004
PRODWARE;PRWA;"352335962 00044";PARIS;"45 QUAI DE SEINE 75019 PARIS";0;16/03/2012
Profficium;PRFF;"880272232 00021";Melun;"10-12 IMMEUBLE CARRE HAUSSMANN II 10 ALL\xc9E DE LA CONNAISSANCE 77127 LIEUSAINT";0;27/09/2022
Progetel;PTEL;"488065715 00044";Lyon;"20 CHEMIN LOUIS CHIRPAZ 69130 ECULLY";0;24/06/2019
"Projet 3.3";PJ33;"844332569 00012";Rouen;"6 RUE ANDREI SAKHAROV 76130 MONT SAINT AIGNAN";0;02/11/2022
Prosoluce;PRSO;"499357713 00027";Toulouse;"ROUTE DE CABANAC 31160 ENCAUSSE-LES-THERMES";1;06/05/2009
Provectio;PRTO;"477865554 00091";Rennes;"6 ALLEE ADOLPHE BOBIERRE 35000 RENNES";1;20/06/2017
"Provence Alpes ConnecT";PACT;"818009748 00018";Evreux;"9200 VOIE DES CLOUETS 27100 VAL-DE-REUIL";0;03/02/2016
"Provence telecom";PRTE;"421895632 00022";Avignon;"25B AVENUE DE FONTCOUVERTE 84000 AVIGNON";0;31/08/2017
Provya;PRYA;"527609606 00027";Saint-Quentin;"14 RUE DE LA LAITERIE 02170 BARZY-EN-THIERACHE";0;19/02/2015
Proxima;PRMA;"527830681 00047";Toulouse;"ZONE DES CHAMPS PINSONS 12 BOULEVARD DU LIBRE ECHANGE 31650 SAINT-ORENS-DE-GAMEVILLE";0;11/07/2019
"Proxima office";PRXA;"823837893 00028";Melun;"BAT. 2 - FOND DE COUR 10 RUE DU GENERAL LECLERC 77170 BRIE COMTE ROBERT";0;01/12/2021
Proxitel;PXTL;"843353756 00011";Avignon;"121 RUE JEAN DAUSSET 84000 AVIGNON";1;23/02/2024
"Proxy telecom";PRTL;"450256136 00034";Nevers;"53 RUE ALBERT CAMUS 58000 NEVERS";0;04/02/2022
"PS Mobile Access";DGLP;"390944429 00062";Aix-en-Provence;"PARC DE LA DURANNE - DOMAINE DU TOURIL 350 RUE DENIS PAPIN 13100 AIX-EN-PROVENCE";1;08/06/2020
"PSM Grand Est";PSMG;"902021591 00026";Metz;"9 RUE AIME CESAIRE 57525 TALANGE";0;04/01/2023
"Pure IP Limited";PURE;;"5024088 Registered in England and Wales";"5TH FLOOR 89 ALBERT EMBANKMENT SE1 7TP LONDRES ROYAUME-UNI";1;17/03/2017
"Q-MEX Networks GmbH";QMEX;;"HRB 206998 Walsrode, Allemagne";"GRENZSTRASSE 4 28832 ACHIM ALLEMAGNE";0;03/04/2025
Qovoltis;QVLT;"853420032 00015";Nanterre;"2 A RUE DANTON 92120 MONTROUGE";1;29/05/2020
Qualiconnect;QULC;"907997555 00012";Paris;"168 RUE DE GRENELLE 75007 PARIS";0;12/12/2021
"Quality telecom S.L.";QUTE;;ESB83253682;"2 PLANTA OFICINA 2 21 AVENIDA DE CORDOBA 28026 MADRID ESPAGNE";0;22/01/2019
"Quantic telecom";QUAN;"802798462 00015";Rouen;"447 COTE SAINT WAAST 76690 CLERES";0;13/06/2014
"QuestNet GmbH";QSNT;;"HRB 8251 CB";"BYHLENER STRASSE 1 D-03044 COTTBUS ALLEMAGNE";0;19/02/2021
"Quetzal network";QUNE;"438452468 00012";Toulouse;"ZONE INDUSTRIELLE ESTARAC 31360 BOUSSENS";0;03/10/2019
Quiddem;QUID;"528161169 00024";Montpellier;"125 RUE GILLES MARTINET 34070 MONTPELLIER";0;18/01/2019
"Quimper communaut\xe9 t\xe9l\xe9com";QCT;"492120217 00020";Quimper;"2 RUE FELIX LE DANTEC 29000 QUIMPER";1;19/02/2007
"Quinze seize consulting";1516;"835197773 00012";Orl\xe9ans;"2BIS IMPASSE DU CHATEAU GAILLARD 45000 ORLEANS LOIRET";0;21/07/2021
Qwalikom;QWLK;922589189;Cr\xe9teil;"21 RUE DU 8 MAI 1945 94450 BOISSY-SAINT-LEGER";1;13/01/2023
"R2A informatique";R2AI;"825377617 00014";Grenoble;"12 CHEMIN DE LA CORVA 38530 PONTCHARRA";0;01/04/2019
"Rapide internet";RPDN;"840144893 00012";Tours;"14 RUE DES ROCHES 37320 CORMERY";0;25/05/2020
"REBTEL SERVICES SARL";REB;;"Luxembourg B115140";"9A BOULEVARD PRINCE HENRI L-1724 LUXEMBOURG LUXEMBOURG";0;27/11/2006
"Red matter Limited";REDM;;"06968219 in Register of Company House (UK)";"12-16 ADDISCOMBE ROAD CR0 0XT CROYDON ROYAUME-UNI";1;30/08/2022
Refa;REFA;"978425247 00019";Salon-de-Provence;"AMONBURO 98 BOULEVARD DE L EUROPE 13127 VITROLLES";0;08/09/2023
"R\xe9gie autonome des transports parisiens";RATP;"775663438 01906";Paris;"54 QUAI DE LA RAPEE 75599 PARIS CEDEX 12";1;07/09/2009
"REGIE COMMUNALE DU CABLE ET D'ELECTRICITE DE MONTATAIRE";RCCE;"343502787 00017";"Arr\xeat\xe9 munipale MONTATAIRE";"1 RUE ROMAIN ROLLAND 60160 MONTATAIRE";0;16/09/2010
"REGIE D'ELECTRICITE ET DU CABLE D'ELBEUF";RECE;;"Cr\xe9e par Conseil Municipal du 17/12/1992";"1 RUE DU 1ER MAI 76503 ELBEUF CEDEX";0;03/06/2005
"REGIE DE TELEVIDEOCOMMUNICATION";RTVC;;"Sous-pr\xe9fecture de Forbach le 12/02/1993";"MAIRIE BP 10151 57351 STIRING WENDEL CEDEX";0;19/06/2007
"REGIE INTERCOMMUNALE DE VIDEOCOMMUNICATIONS DU PAYS HAUT (RIV 54)";RIVH;;6586;"5 GRANDE RUE 54650 SAULNES";0;15/10/2010
"R\xe9gie intercommunale du r\xe9seau c\xe2ble du Haut-Sundgau";RCHS;"437519408 00011";Colmar;"38 RUE DU CH\xc2TEAU 68480 FERRETTE";0;22/09/2006
"R\xe9gie Loire Connect R\xe9seau";LRCR;"224200014 01367";Saint-Etienne;"DEPARTEMENT DE LA LOIRE 3 RUE CHARLES DE GAULLE 42000 SAINT-ETIENNE";0;21/10/2024
"R\xe9gie municipale d'\xe9lectricit\xe9 de Creutzwald";RMEC;;"Cons. municip 13/03/1927";"132 RUE DE LA HOUVE BP 80080 57150 CREUTZWALD";0;12/11/2007
"REGIE MUNICIPALE D'ELECTRICITE DE HOMBOURG-HAUT";REME;;"Cr\xe9e le 3 juin 1923";"6 RUE DES PENITENTS 57470 HOMBOURG HAUT";0;18/03/2008
"REGIE MUNICIPALE D'ELECTRICITE ET DE TELEDISTRIBUTION (DE TALANGE)";RMET;;"Pr\xe9fecture de la Moselle le 11 juillet 1930";"10 RUE EMILE ZOLA BP 82 57525 TALANGE";0;17/01/2008
"REGIE MUNICIPALE DISTRIBUTION D'ELECTRICITE TELEDISTRIBUTION D'HAGONDANGE";RMDE;;"Cr\xe9e le 24 juin 1926";"22 RUE DE LA FONTAINE BP 10108 57304 HAGONDANGE CEDEX";0;08/02/2008
"R\xe9gie R\xe9union THD";RRTH;"842430878 00012";Saint-Denis;"HOTEL DE REGION PIERRE LAGOURGUE AVENUE RENE CASSIN 97490 SAINT-DENIS";0;27/05/2019
"R\xe9gion Bourgogne-Franche-Comt\xe9";CRBO;"200053726 00028";"R\xe9gion Bourgogne";"4 SQUARE CASTAN CS 51857 25031 BESANCON CEDEX";1;30/10/2015
Remmedia;REMM;"492611777 00045";MARSEILLE;"5 COURS JEAN BALLARD 13001 MARSEILLE";1;21/05/2013
Rentinfo;RNTN;"802706218 00038";PARIS;"38 RUE DES MATHURINS 75008 PARIS";0;18/03/2022
Repro-tech;RPRT;"400057253 00033";Toulouse;"13 RUE ANTOINE LAVOISIER 31830 PLAISANCE DU TOUCH";0;19/12/2022
Resa-med;RSMD;"921181996 00015";Lyon;"129 RUE SERVIENT 69003 LYON";0;15/11/2022
"R\xe9seau concept";REPT;"402325674 00024";Dijon;"19 AVENUE ALBERT CAMUS 21000 DIJON";1;13/11/2014
"R\xe9seau service informatique distribution";RSID;"450839329 00015";Blois;"81B  ROUTE DE CHATEAU RENAULT 41000 BLOIS";0;21/07/2017
"R\xe9seaux administration services";REAS;"399115823 00037";NANTERRE;"32 BOULEVARD VICTOR HUGO 92115 CLICHY";0;14/11/2013
"R\xe9seaux t\xe9l\xe9com";RETE;"751295338 00014";BOBIGNY;"19 RUE DES MARAIS 93100 MONTREUIL";0;22/03/2013
RESOPLUS.NET;RSPN;"933863375 00012";Paris;"60 RUE FRANCOIS IER 75008 PARIS";0;24/10/2024
Resotel&com;RSTC;"519387484 00057";Cr\xe9teil;"40 AVENUE DIDEROT 94100 SAINT-MAUR";0;21/11/2022
"Retarus GmbH";RETA;;"101134, HRB Munich, Allemagne";"ASCHAUER STRASSE 30 81549 MUENCHEN ALLEMAGNE";1;12/08/2021
"RETN srl";RETN;;https://www.registroimprese.it/;"2 VIA BORROMEI 20123 MILAN ITALIE";0;20/01/2022
R\xe9unicable;REUN;"531379303 00013";"Saint Denis de la R\xe9union";"39 RUE PIERRE BROSSOLETTE 97420 LE PORT";0;19/04/2011
Revo-IP;RVIP;"921357356 00010";Nanterre;"7 RUE DE BELLE FEUILLE 92100 BOULOGNE-BILLANCOURT";0;17/11/2022
"Revtelecom group";REVT;"848976676 00017";Paris;"14 AVENUE DE L OPERA 75001 PARIS";1;22/03/2019
Rezel;RZEL;;"W751121328 Pr\xe9fecture de Police de Paris";"19 PLACE MARGUERITE PEREY 91120 PALAISEAU";0;22/08/2021
Rezzo;REZZ;"821436631 00039";Marseille;"141-143 AVENUE DU PRADO 13008 MARSEILLE 8";0;22/08/2016
RG0800;RG08;"844087916 00012";Nantes;"2 RUE DU PATIS DE LA BOUTEILLERIE 44120 VERTOU";1;25/11/2019
"RGTN Corporation B.V.";RGTN;;"89502914 Pays-Bas";"PARKWEG 24 6212 XN MAASTRICHT LIMBURG PAYS-BAS";0;17/07/2023
"Rh\xf4ne Alpes repro informatique";RARI;"538313867 00037";Saint-Etienne;"19 RUE DE L'INNOVATION 42000 SAINT-ETIENNE";0;20/03/2017
"RingCentral B.V.";RICE;;"Chambre de commerce N\xb0 57008531VAT";"BEZOEKADRES SCHIPHOL BOULEVARD 359 1118BJ SCHIPHOL AMSTERDAM PAYS-BAS";0;16/10/2018
"Ringcentral France";RCFR;"850332149 00028";Paris;"5 RUE SAINT-GEORGES 75009 PARIS";1;07/06/2019
"Rinkel B.V.";RNKL;;"63036932, Rotterdam";"WEENA 505 3013AL ROTTERDAM ZUID-HOLLAND PAYS-BAS";1;18/07/2024
"Rkibi Soussi Mohamed";DOTC;"815390430 00016";Reims;"7 PLACE DU 13EME REGIMENT BP 110 51200 EPERNAY";1;06/12/2016
Rosace;ROSA;"818463630 00025";Strasbourg;"19 RUE ICARE 67960 ENTZHEIM";0;01/04/2016
"Roverba CGS";ROVE;"531318566 00027";Lyon;"7 RUE DES MARAICHERS 69120 VAULX-EN-VELIN";0;05/05/2017
"Roxxmedia partners";RXXM;"902521699 00014";Lyon;"4 RUE DE LA REPUBLIQUE 69001 LYON";1;01/12/2022
"Rubix datacenter";RUBX;"910198704 00017";"Le Creusot";"66 RUE MARCEAU 71200 LE CREUSOT";0;16/10/2023
"Rubix telecom";RUBT;"983685876 00010";Chalon-sur-Sa\xf4ne;"66 RUE MARCEAU 71200 LE CREUSOT";1;26/01/2024
Runtel;RUNT;"488335175 00011";Nanterre;"20 BIS RUE LOUIS PHILIPPE 92200 NEUILLY-SUR-SEINE";0;25/05/2018
"S telecom";STLC;"822172177 00013";BOBIGNY;"12 ALLEE HENRY VALENTIN 93190 LIVRY GARGAN";0;06/08/2021
"S2mi SAS";S2MI;"818764227 00026";Melun;"HAMEAU DE COSSIGNY 3 FERME DE COSSIGNY 77173 CHEVRY-COSSIGNY";0;12/07/2021
"Sab system";SASY;"523207173 00015";Paris;"91 RUE LEGENDRE 75017 PARIS";1;04/04/2017
"Sabio France";COVE;"493862296 00057";EVRY;"6 RUE LAFERRIERE 75009 PARIS";1;12/06/2013
"Saclak network";SACL;"514168764 00017";"RCS de Saintes";"28 RUE PIERRE LOTI 17200 ROYAN";0;12/10/2009
"SAFE Digital Consulting";DICO;"979191202 00014";Bastia;"LES TERRASSES DE FUNTANONE - BAT D 75 ROUTE DE SAINTE LUCIE 20200 VILLE DI PIETRABUGNO";0;11/01/2025
Safeo;SAFE;"800156150 00032";Nanterre;"BAT. B1 191-195 AVENUE CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE FRANCE";1;23/03/2018
"Saint Martin cable";STMA;"351955216 00020";"Basse Terre";"CONCORDIA 29 RUE MONT CARMEL 97150 SAINT MARTIN";1;21/05/2014
Salomelmar;SLML;"494064561 00025";Brest;"PRAT PIP 110 RUE JEAN MONNET 29490 GUIPAVAS";0;18/04/2023
Samcloud;SAMC;"822341616 00016";Versailles;"1 ROUTE DES GATINES 78990 ELANCOURT";0;28/06/2022
SANEF;SANF;"632050019 00199";Reims;"ECHANGEUR REIMS TINQUEUX CS80001 51431 TINQUEUX CEDEX 2";0;01/04/2003
Santx;SNTX;"840291710 00019";Cr\xe9teil;"5 AVENUE DU GENERAL DE GAULLE 94160 SAINT MANDE";1;13/07/2022
"Sa\xf4ne-et-Loire THD";DSHD;"808637623 00022";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;31/10/2018
"SARL ATOO";ATOO;"420641193 00040";;"RUE SAINT AUBER 1 SQUARE SAINT JEAN 62000 ARRAS";0;06/12/2007
"SARL Indy system";INDY;"438306870 00025";Montauban;"ZAC ALBASUD 479 BOULEVARD DU DANEMARK 82000 MONTAUBAN";0;14/10/2019
"SARL IPSET";IPSE;"442674156 00066";Romans;"ZONE MATHIAS SUD 200 RUE DU ROYANS 26320 SAINT-MARCEL-LES-VALENCE";1;02/04/2010
"SARL KYXAR";KYXA;"414517771 00021";Romans;"40 BOULEVARD DE LA LIBERATION 26100 ROMANS SUR ISERE";0;27/06/2011
"SARL prelude connect";PRCO;"531295442 00010";Poitiers;"16 BOULEVARD DU GRAND CERF 86000 POITIERS";0;28/03/2019
"Sarl unip Anjou R\xe9seaux Systemes Informa";UARS;"400242210 00039";Lyon;"8 AVENUE DU 11 NOVEMNBRE 1918 69200 VENISSIEUX";0;06/07/2022
"Sartel THD";LETR;"844770511 00013";"Le Mans";"CENTRE NOVAXIS II 2 ALLEE DES GEMEAUX 72100 LE MANS";1;11/01/2019
"SAS Ataraxie";ATXI;"419734173 00026";Carcassonne;"80 ALLEE D'IENA 11000 CARCASSONNE";0;27/09/2018
"SAS infocom sollies";SSIS;"907880363 00011";Toulon;"CENTRE COMMERCIAL INTERMARCHE AVENUE DE L'ARLESIENNE 83210 SOLLIES PONT";0;21/09/2022
"SAS ITS";SSTS;"910090570 00011";Toulon;"7 RUE GABRIEL PERI 83390 PIERREFEU-DU-VAR";0;21/09/2022
"SAS SPM Telecom";SPMT;"423583640 00028";;"PLACE DU GENERAL DE GAULLE BP 4253 97500 ST PIERRE ET MIQUELON";1;21/06/2000
Sasety;SASE;"894863018 00012";VERSAILLES;"4 RUE DE BEYNES 78640 NEAUPHLE LE VIEUX";0;01/07/2021
Sateliot;SATL;;ESB67334193;"RAMBLA CATALUNYA 124 08008 BARCELONA ESPAGNE";0;18/06/2021
"Savoie Connect\xe9e";DSP3;"834389272 00024";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;24/10/2018
Sayse;SAYS;"801891722 00010";Paris;"10 RUE DE LA PAIX 75002 PARIS";0;21/11/2017
"SC Connect";SCCN;"978729341 00013";Grasse;"22 AVENUE CHARLES FREDERIC GERHARDT 06530 PEYMEINADE";0;14/09/2023
"SCB Global Ltd";SCBG;;"8587801 Londres";"CANARY WHARF 37 ONE CANADA SQUARE E14 5AA LONDON ROYAUME-UNI";0;23/06/2021
"Scipio telecom";SCPT;"949302244 00023";Versailles;"29 AVENUE RENE DUGUAY-TROUIN 78960 VOISINS LE BRETONNEUX";0;11/04/2023
SCOPELEC;SCEC;"784176026 00119";TOULOUSE;"ZI DE LA POMME RUE GAY LUSSAC BP 79 31250 REVEL";0;06/03/2013
"SD NUM SAS";R144;"449316462 00042";Paris;"IMPASSE PASSOIR 17 RUE DE NEUILLY 92110 CLICHY";1;17/02/2004
SDCI;SDCI;"499340602 00030";LYON;"161 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU";1;26/02/2013
Sdcom-ip;SDCO;"838120061 00018";ARRAS;"9 RUE CLEMENT ADER 62710 COURRIERES";0;02/08/2021
Sdweb;SDWB;"901541391 00016";Fr\xe9jus;"143 RUE GROECINUS 83600 FREJUS";0;08/06/2022
"Security keepers";SCKP;"422587816 00030";Paris;"1 VILLA CHAMBON 92400 COURBEVOIE";0;11/12/2007
"Seine-et-Marne THD";SMTH;"808610216 00026";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;10/02/2015
SEM@FOR77;SEM@;"492990262 00031";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";1;08/12/2006
"Sema solutions";SEMA;"821940079 00014";Toulon;"BUSINESS PARK DES PLAYES 540 BOULEVARD DE L EUROPE 83500 LA SEYNE-SUR-MER";0;17/11/2016
Semaphors;SEOR;"409781796 00068";Angers;"ZI LES PAGANNES ST-PIERRE-MONTLIMART 49110 MONTREVAULT-SUR-EVRE";0;16/10/2018
Senetel;SENE;"500043518 00058";"Le Mans";"4 RUE DE LA COULEE 72190 SAINT-PAVACE";0;06/02/2019
"Sepa telecom";SEPA;"402525125 00025";Lyon;"SAINT ANDEOL LE CHATEAU 93 ROUTE DE BELLEVUE 69700 BEAUVALLON RHONE";0;04/11/2019
"SEPTIER Jeoffrey";INPR;"791006547 00016";Melun;"1055 RUE DU MARECHAL JUIN 77000 VAUX LE PENIL";0;09/02/2022
Sereneo;SRNO;"440380392 00025";Nanterre;"10 AVENUE REAUMUR 92140 CLAMART";0;05/10/2023
"Serenity network";SRNT;"953504818 00014";Paris;"10 RUE DE LA PAIX 75002 PARIS";0;22/06/2023
"Serinya telecom";FRMT;"751005190 00010";Rouen;"5 RUE JACQUES MONOD BP 559 76824 MONT SAINT AIGNAN";1;29/06/2012
SERVERTECK;SATE;"451795512 00032";Saverne;"10 RUE PRINCIPALE 67330 BOSSELSHAUSEN";0;22/10/2015
"Service fibre entreprise";SFEN;"822856712 00036";Cr\xe9teil;"12 RUE DE L'ARCADE 94220 CHARENTON-LE-PONT";0;13/11/2019
"SERVICE NETWORK SECURITY";SENS;"442364352 00033";Montpellier;"ZAC TOURNEZY I 70 RUE SIMONE SIGNORET 34070 MONTPELLIER";0;02/04/2010
"Services d'administration et de gestion \xe9conomique de r\xe9seaux";SAGR;"500454475 00012";Cr\xe9teil;"74 AVENUE MAURICE THOREZ 94200 IVRY SUR SEINE";0;10/10/2023
"Sesame telecom OU";SESA;;"14992040 Registre du commerce de Tartu, Estonie";"12 AHTRI TN 10151 TALLINN ESTONIE";0;31/07/2021
"Setcom syst\xe8mes et \xe9quipements de t\xe9l\xe9commande";SETC;"312549215 00076";Nanterre;"51 RUE DE LA GARENNE 92310 SEVRES";0;19/11/2015
"Setera communications OY";STER;;"1586025-7 Espoo (Finland)";"12 METSANNEIDONKUJA FI-02130 ESPOO FINLANDE";1;04/05/2019
Sewan;SEWA;"452363153 00043";Paris;"2 CIT\xc9 PARADIS 75010 PARIS";1;24/10/2007
"Seys Martin";MEOW;"903440311 90344";PARIS;"57 RUE DES MORILLONS BP 114 75015 PARIS";0;24/11/2021
"SFR fibre SAS";UPCF;"400461950 00034";Meaux;"10 RUE ALBERT EINSTEIN 77437 CHAMPS-SUR-MARNE CEDEX 2";1;17/06/1998
Shining;SHIN;"451272975 00017";Paris;"102 AVENUE DES CHAMPS ELYSEES 75008 PARIS";1;23/08/2016
SIBELIUS;SIBE;"443030309 00035";Versailles;"3 RUE DE PARIS 78560 LE PORT MARLY";0;23/06/2011
"Sierra wireless France";SWFR;"509232146 00050";Toulouse;"308 ALL\xc9E DU LAC 31670 LAB\xc8GE";1;01/08/2022
Siforyou;SFRY;"481830719 00011";Versailles;"2 RUE DES IMPRIMEURS AU BLOC 78350 JOUY-EN-JOSAS";0;19/02/2024
"SIGNORET TELECOM";SIGN;"311764591 00039";NICE;"96 BOULEVARD DE CESSOLE 06100 NICE";0;23/08/2013
Simtel;SIMT;378613095;"Le Mans";"IMPASSE LEDUC LADEVEZE ZA LA FORET 72470 CHAMPAGNE";0;28/06/2016
"Sinch Sweden AB";CLXN;;"556747-5495 STOCKHOLM";"7\xb0 ETAGE LINDHAGENSGATAN 74 112 18 STOCKHOLM SUEDE";1;09/08/2012
"Sine qua non";SIQN;"451937858 00038";Paris;"13 RUE CHALIGNY 75012 PARIS";0;29/11/2018
"Sippio corp.";SPPO;;"D15810666 Maryland, USA";"326 FIRST ST, SUITE 24 MD 21403 ANNAPOLIS ETATS-UNIS";1;29/11/2022
"Sivom d'Algrange-Nilvange";SIAN;"245700604 00011";Nilvange;"SITE DE LA PAIX 57240 NILVANGE";0;04/12/2018
"Six degrees technology group Limited";6DGR;;"03036806 Royaume-Uni";"ST KATHARINE DOCKS COMMODITY QUAY E1W 1AZ LONDON ROYAUME-UNI";1;24/01/2024
"Six to one";SIXO;"825255557 00019";Melun;"3 RUE PAUL TAVERNIER 77300 FONTAINEBLEAU";0;24/07/2017
SkyCall;SKYC;"853830933 00018";Paris;"66 AVENUE DES CHAMPS-ELYSEES 75008 PARIS";1;26/09/2019
"skyDSL Europe B.V.";SKYD;;"805405471 \xe0 la Chambre de Commerce des Pays-Bas";"WALDSTR. 86-90 13403 BERLIN ALLEMAGNE";0;18/05/2017
"Skylogic SpA";SKLO;;"07977230015 Torino";"STRADA PIANEZZA 289 10151 TORINO ITALIE";0;02/05/2006
"Skynet Business Services";SKBS;"919133751 00017";Rouen;"7B RUE JEANNE D ARC 76000 ROUEN";0;11/03/2023
"Smart CIC global services";SCGS;"503618290 00038";Cannes;"54 BOULEVARD CARNOT 06400 CANNES";0;02/10/2019
"Smart copie solutions";SMAC;"834141061 00012";"RDS Lille Metropole";"TECHNPARC DES PRES 23 ALLEE  LAVOISIER BAT R1 59650 VILLENEUVE D ASCQ";0;27/02/2023
"Smart telecom";SMAM;"431409028 00039";Pontoise;"LE PERICLES 27 AVENUE DES BETHUNES 95042 CERGY PONTOISE CEDEX";0;31/08/2017
Smartcontact;SMAT;"830254223 00035";Cr\xe9teil;"75 RUE D'AMSTERDAM 75008 PARIS";0;19/10/2017
